year,fips7,city_name,opinion_affectweather,opinion_citizens,opinion_congress,opinion_consensus,opinion_corporations,opinion_devharm,opinion_discuss,opinion_exp,opinion_fundrenewables,opinion_futuregen,opinion_generaterenewable,opinion_governor,opinion_happening,opinion_harmplants,opinion_harmus,opinion_human,opinion_localofficials,opinion_personal,opinion_priority,opinion_reducetax,opinion_regulate,opinion_teachgw,opinion_timing,opinion_worried
2017,439370,lake havasu city,,,,38.485,,53.45,31.525,,80.84,59.55,,,60.2,60.045,51.27,46.475,,34.91,,,69.64500000000001,70.625,43.370000000000005,49.16
2018,439370,lake havasu city,50.69,57.35,51.06,37.63,60.3,52.24,31.6,,81.93,58.02,,44.3,59.09,59.73,51.08,47.37,48.73,34.96,,58.54,70.84,70.79,42.52,49.64
2019,439370,lake havasu city,48.88,55.87,49.95,38.87,61.64,51.4,31.34,,80.12,54.44,,44.18,55.44,57.03,49.56,41.88,46.54,36.02,,56.25,64.4,66.5,39.51,48.99
2020,439370,lake havasu city,54.56,55.85,49.86,44.28,62.56,55.01,30.36,,82.79,58.94,,41.52,61.76,60.7,53.52,47.25,43.52,36.82,42.53,58.31,66.93,66.95,48.37,53.18
2021,439370,lake havasu city,53.77,57.81,50.73,45.98,62.68,58.42,29.55,37.26,72.13,59.63,,45.68,62.54,61.52,57.17,46.34,48.34,41.01,45.05,53.93,63.5,67.81,51.15,54.84
2022,439370,lake havasu city,51.06,52.7,45.94,43.27,58.75,56.71,27.6,35.49,72.79,58.63,73.25,41.74,60.1,60.2,54.19,43.71,44.18,39.03,38.55,52.66,63.68,63.01,48.55,51.57
2023,439370,lake havasu city,52.31,52.58,49.4,42.87,60.44,56.31,27.84,34.73,73.69,58.45,71.84,43.4,62.79,59.63,52.74,45.6,45.78,38.82,42.6,54.82,63.87,62.61,48.73,52.39
2013,446000,mesa,,,,,,,,,,,,,,,,,,,,,,,,
2014,446000,mesa,,,,43.0,,55.0,,,78.0,61.0,,,64.0,,53.0,45.0,,37.0,,,75.0,,44.0,54.0
2015,446000,mesa,,,,45.97,,58.69,,,79.75,64.63,,,66.565,,55.535,48.535,,37.96,,,74.11500000000001,,46.565,55.575
2016,446000,mesa,,,,48.94,,62.38,35.4,,81.5,68.26,,,69.13,66.52,58.07,52.07,,38.92,,,73.23,78.96,49.13,57.15
2017,446000,mesa,,,,48.765,,61.705,36.735,,82.845,67.74000000000001,,,68.78999999999999,66.88499999999999,58.325,53.49,,38.5,,,74.53,78.695,48.5,58.23
2018,446000,mesa,61.07,63.38,59.65,48.59,67.15,61.03,38.07,,84.19,67.22,,51.69,68.45,67.25,58.58,54.91,55.43,38.08,,62.04,75.83,78.43,47.87,59.31
2019,446000,mesa,58.22,61.35,57.16,50.58,67.85,60.63,37.97,,82.1,64.41,,51.09,64.97,64.85,57.05,51.06,52.98,39.79,,59.68,71.25,75.71,44.08,58.06
2020,446000,mesa,62.49,60.04,55.32,53.63,67.8,63.31,37.31,,84.58,67.5,,47.03,69.22,67.78,60.8,55.49,49.12,39.99,47.09,61.22,72.53,76.99,51.94,60.98
2021,446000,mesa,64.0,62.0,57.93,56.37,67.92,66.37,37.17,47.08,75.55,68.16,,53.15,70.13,68.41,64.13,55.48,55.62,44.73,51.85,59.4,70.3,77.71,55.62,64.14
2022,446000,mesa,62.71,58.98,56.67,54.52,66.04,66.1,37.2,46.21,77.58,67.85,81.14,51.25,68.51,68.01,62.91,55.12,53.18,44.15,48.34,62.15,72.61,75.12,54.79,62.85
2023,446000,mesa,63.8,59.2,59.42,54.49,67.27,65.42,37.75,45.57,78.49,67.53,80.09,52.84,70.4,67.84,61.29,56.88,54.74,45.2,52.68,64.3,73.0,74.5,54.65,63.23
2013,454050,peoria,,,,,,,,,,,,,,,,,,,,,,,,
2014,454050,peoria,,,,43.0,,55.0,,,78.0,61.0,,,64.0,,53.0,45.0,,37.0,,,75.0,,44.0,54.0
2015,454050,peoria,,,,45.97,,58.69,,,79.75,64.63,,,66.565,,55.535,48.535,,37.96,,,74.11500000000001,,46.565,55.575
2016,454050,peoria,,,,48.94,,62.38,35.4,,81.5,68.26,,,69.13,66.52,58.07,52.07,,38.92,,,73.23,78.96,49.13,57.15
2017,454050,peoria,,,,48.765,,61.705,36.735,,82.845,67.74000000000001,,,68.78999999999999,66.88499999999999,58.325,53.49,,38.5,,,74.53,78.695,48.5,58.23
2018,454050,peoria,61.07,63.38,59.65,48.59,67.15,61.03,38.07,,84.19,67.22,,51.69,68.45,67.25,58.58,54.91,55.43,38.08,,62.04,75.83,78.43,47.87,59.31
2019,454050,peoria,58.22,61.35,57.16,50.58,67.85,60.63,37.97,,82.1,64.41,,51.09,64.97,64.85,57.05,51.06,52.98,39.79,,59.68,71.25,75.71,44.08,58.06
2020,454050,peoria,62.49,60.04,55.32,53.63,67.8,63.31,37.31,,84.58,67.5,,47.03,69.22,67.78,60.8,55.49,49.12,39.99,47.09,61.22,72.53,76.99,51.94,60.98
2021,454050,peoria,64.0,62.0,57.93,56.37,67.92,66.37,37.17,47.08,75.55,68.16,,53.15,70.13,68.41,64.13,55.48,55.62,44.73,51.85,59.4,70.3,77.71,55.62,64.14
2022,454050,peoria,62.71,58.98,56.67,54.52,66.04,66.1,37.2,46.21,77.58,67.85,81.14,51.25,68.51,68.01,62.91,55.12,53.18,44.15,48.34,62.15,72.61,75.12,54.79,62.85
2023,454050,peoria,63.8,59.2,59.42,54.49,67.27,65.42,37.75,45.57,78.49,67.53,80.09,52.84,70.4,67.84,61.29,56.88,54.74,45.2,52.68,64.3,73.0,74.5,54.65,63.23
2013,455000,phoenix,,,,,,,,,,,,,,,,,,,,,,,,
2014,455000,phoenix,,,,43.0,,55.0,,,78.0,61.0,,,64.0,,53.0,45.0,,37.0,,,75.0,,44.0,54.0
2015,455000,phoenix,,,,45.97,,58.69,,,79.75,64.63,,,66.565,,55.535,48.535,,37.96,,,74.11500000000001,,46.565,55.575
2016,455000,phoenix,,,,48.94,,62.38,35.4,,81.5,68.26,,,69.13,66.52,58.07,52.07,,38.92,,,73.23,78.96,49.13,57.15
2017,455000,phoenix,,,,48.765,,61.705,36.735,,82.845,67.74000000000001,,,68.78999999999999,66.88499999999999,58.325,53.49,,38.5,,,74.53,78.695,48.5,58.23
2018,455000,phoenix,61.07,63.38,59.65,48.59,67.15,61.03,38.07,,84.19,67.22,,51.69,68.45,67.25,58.58,54.91,55.43,38.08,,62.04,75.83,78.43,47.87,59.31
2019,455000,phoenix,58.22,61.35,57.16,50.58,67.85,60.63,37.97,,82.1,64.41,,51.09,64.97,64.85,57.05,51.06,52.98,39.79,,59.68,71.25,75.71,44.08,58.06
2020,455000,phoenix,62.49,60.04,55.32,53.63,67.8,63.31,37.31,,84.58,67.5,,47.03,69.22,67.78,60.8,55.49,49.12,39.99,47.09,61.22,72.53,76.99,51.94,60.98
2021,455000,phoenix,64.0,62.0,57.93,56.37,67.92,66.37,37.17,47.08,75.55,68.16,,53.15,70.13,68.41,64.13,55.48,55.62,44.73,51.85,59.4,70.3,77.71,55.62,64.14
2022,455000,phoenix,62.71,58.98,56.67,54.52,66.04,66.1,37.2,46.21,77.58,67.85,81.14,51.25,68.51,68.01,62.91,55.12,53.18,44.15,48.34,62.15,72.61,75.12,54.79,62.85
2023,455000,phoenix,63.8,59.2,59.42,54.49,67.27,65.42,37.75,45.57,78.49,67.53,80.09,52.84,70.4,67.84,61.29,56.88,54.74,45.2,52.68,64.3,73.0,74.5,54.65,63.23
2013,465000,scottsdale,,,,,,,,,,,,,,,,,,,,,,,,
2014,465000,scottsdale,,,,43.0,,55.0,,,78.0,61.0,,,64.0,,53.0,45.0,,37.0,,,75.0,,44.0,54.0
2015,465000,scottsdale,,,,45.97,,58.69,,,79.75,64.63,,,66.565,,55.535,48.535,,37.96,,,74.11500000000001,,46.565,55.575
2016,465000,scottsdale,,,,48.94,,62.38,35.4,,81.5,68.26,,,69.13,66.52,58.07,52.07,,38.92,,,73.23,78.96,49.13,57.15
2017,465000,scottsdale,,,,48.765,,61.705,36.735,,82.845,67.74000000000001,,,68.78999999999999,66.88499999999999,58.325,53.49,,38.5,,,74.53,78.695,48.5,58.23
2018,465000,scottsdale,61.07,63.38,59.65,48.59,67.15,61.03,38.07,,84.19,67.22,,51.69,68.45,67.25,58.58,54.91,55.43,38.08,,62.04,75.83,78.43,47.87,59.31
2019,465000,scottsdale,58.22,61.35,57.16,50.58,67.85,60.63,37.97,,82.1,64.41,,51.09,64.97,64.85,57.05,51.06,52.98,39.79,,59.68,71.25,75.71,44.08,58.06
2020,465000,scottsdale,62.49,60.04,55.32,53.63,67.8,63.31,37.31,,84.58,67.5,,47.03,69.22,67.78,60.8,55.49,49.12,39.99,47.09,61.22,72.53,76.99,51.94,60.98
2021,465000,scottsdale,64.0,62.0,57.93,56.37,67.92,66.37,37.17,47.08,75.55,68.16,,53.15,70.13,68.41,64.13,55.48,55.62,44.73,51.85,59.4,70.3,77.71,55.62,64.14
2022,465000,scottsdale,62.71,58.98,56.67,54.52,66.04,66.1,37.2,46.21,77.58,67.85,81.14,51.25,68.51,68.01,62.91,55.12,53.18,44.15,48.34,62.15,72.61,75.12,54.79,62.85
2023,465000,scottsdale,63.8,59.2,59.42,54.49,67.27,65.42,37.75,45.57,78.49,67.53,80.09,52.84,70.4,67.84,61.29,56.88,54.74,45.2,52.68,64.3,73.0,74.5,54.65,63.23
2013,471510,surprise,,,,,,,,,,,,,,,,,,,,,,,,
2014,471510,surprise,,,,43.0,,55.0,,,78.0,61.0,,,64.0,,53.0,45.0,,37.0,,,75.0,,44.0,54.0
2015,471510,surprise,,,,45.97,,58.69,,,79.75,64.63,,,66.565,,55.535,48.535,,37.96,,,74.11500000000001,,46.565,55.575
2016,471510,surprise,,,,48.94,,62.38,35.4,,81.5,68.26,,,69.13,66.52,58.07,52.07,,38.92,,,73.23,78.96,49.13,57.15
2017,471510,surprise,,,,48.765,,61.705,36.735,,82.845,67.74000000000001,,,68.78999999999999,66.88499999999999,58.325,53.49,,38.5,,,74.53,78.695,48.5,58.23
2018,471510,surprise,61.07,63.38,59.65,48.59,67.15,61.03,38.07,,84.19,67.22,,51.69,68.45,67.25,58.58,54.91,55.43,38.08,,62.04,75.83,78.43,47.87,59.31
2019,471510,surprise,58.22,61.35,57.16,50.58,67.85,60.63,37.97,,82.1,64.41,,51.09,64.97,64.85,57.05,51.06,52.98,39.79,,59.68,71.25,75.71,44.08,58.06
2020,471510,surprise,62.49,60.04,55.32,53.63,67.8,63.31,37.31,,84.58,67.5,,47.03,69.22,67.78,60.8,55.49,49.12,39.99,47.09,61.22,72.53,76.99,51.94,60.98
2021,471510,surprise,64.0,62.0,57.93,56.37,67.92,66.37,37.17,47.08,75.55,68.16,,53.15,70.13,68.41,64.13,55.48,55.62,44.73,51.85,59.4,70.3,77.71,55.62,64.14
2022,471510,surprise,62.71,58.98,56.67,54.52,66.04,66.1,37.2,46.21,77.58,67.85,81.14,51.25,68.51,68.01,62.91,55.12,53.18,44.15,48.34,62.15,72.61,75.12,54.79,62.85
2023,471510,surprise,63.8,59.2,59.42,54.49,67.27,65.42,37.75,45.57,78.49,67.53,80.09,52.84,70.4,67.84,61.29,56.88,54.74,45.2,52.68,64.3,73.0,74.5,54.65,63.23
2013,473000,tempe,,,,,,,,,,,,,,,,,,,,,,,,
2014,473000,tempe,,,,43.0,,55.0,,,78.0,61.0,,,64.0,,53.0,45.0,,37.0,,,75.0,,44.0,54.0
2015,473000,tempe,,,,45.97,,58.69,,,79.75,64.63,,,66.565,,55.535,48.535,,37.96,,,74.11500000000001,,46.565,55.575
2016,473000,tempe,,,,48.94,,62.38,35.4,,81.5,68.26,,,69.13,66.52,58.07,52.07,,38.92,,,73.23,78.96,49.13,57.15
2017,473000,tempe,,,,48.765,,61.705,36.735,,82.845,67.74000000000001,,,68.78999999999999,66.88499999999999,58.325,53.49,,38.5,,,74.53,78.695,48.5,58.23
2018,473000,tempe,61.07,63.38,59.65,48.59,67.15,61.03,38.07,,84.19,67.22,,51.69,68.45,67.25,58.58,54.91,55.43,38.08,,62.04,75.83,78.43,47.87,59.31
2019,473000,tempe,58.22,61.35,57.16,50.58,67.85,60.63,37.97,,82.1,64.41,,51.09,64.97,64.85,57.05,51.06,52.98,39.79,,59.68,71.25,75.71,44.08,58.06
2020,473000,tempe,62.49,60.04,55.32,53.63,67.8,63.31,37.31,,84.58,67.5,,47.03,69.22,67.78,60.8,55.49,49.12,39.99,47.09,61.22,72.53,76.99,51.94,60.98
2021,473000,tempe,64.0,62.0,57.93,56.37,67.92,66.37,37.17,47.08,75.55,68.16,,53.15,70.13,68.41,64.13,55.48,55.62,44.73,51.85,59.4,70.3,77.71,55.62,64.14
2022,473000,tempe,62.71,58.98,56.67,54.52,66.04,66.1,37.2,46.21,77.58,67.85,81.14,51.25,68.51,68.01,62.91,55.12,53.18,44.15,48.34,62.15,72.61,75.12,54.79,62.85
2023,473000,tempe,63.8,59.2,59.42,54.49,67.27,65.42,37.75,45.57,78.49,67.53,80.09,52.84,70.4,67.84,61.29,56.88,54.74,45.2,52.68,64.3,73.0,74.5,54.65,63.23
2013,477000,tucson,,,,,,,,,,,,,,,,,,,,,,,,
2014,477000,tucson,,,,46.0,,55.0,,,78.0,64.0,,,69.0,,53.0,55.0,,37.0,,,76.0,,47.0,59.0
2015,477000,tucson,,,,50.835,,60.71,,,80.8,68.57,,,72.095,,57.365,56.56,,40.21,,,76.56,,50.71,61.275
2016,477000,tucson,,,,55.67,,66.42,41.53,,83.6,73.14,,,75.19,71.64,61.73,58.12,,43.42,,,77.12,80.56,54.42,63.55
2017,477000,tucson,,,,57.21,,66.08500000000001,43.1,,84.88499999999999,73.11500000000001,,,76.16,72.28,61.74,60.425,,45.86,,,78.71000000000001,80.64500000000001,55.25,66.225
2018,477000,tucson,67.81,68.2,66.15,58.75,72.17,65.75,44.67,,86.17,73.09,,58.11,77.13,72.92,61.75,62.73,58.73,48.3,,71.41,80.3,80.73,56.08,68.9
2019,477000,tucson,64.65,67.04,63.23,61.28,72.42,66.73,43.09,,84.46,70.61,,57.86,74.27,71.92,61.95,58.27,57.1,49.24,,69.74,75.18,78.43,52.55,68.38
2020,477000,tucson,70.43,66.35,62.72,63.94,73.06,69.51,42.85,,87.09,73.39,,54.8,78.89,74.5,65.97,62.13,54.96,50.21,60.93,69.73,77.21,78.74,61.63,71.55
2021,477000,tucson,70.44,68.59,64.91,65.86,73.1,73.34,41.21,51.47,79.75,74.87,,59.38,80.11,75.81,70.82,62.05,60.27,55.02,63.51,68.11,75.61,80.12,63.69,72.98
2022,477000,tucson,67.02,65.18,60.59,62.1,69.78,71.18,40.07,49.66,81.48,72.4,80.55,55.03,76.45,73.59,68.35,61.39,55.95,52.23,57.19,67.64,76.99,76.45,61.2,70.45
2023,477000,tucson,68.94,65.53,64.19,62.15,71.74,70.72,41.58,49.26,82.36,71.8,79.37,57.01,78.51,72.95,67.5,63.86,58.22,52.39,61.64,70.06,77.85,75.83,61.57,71.73
2013,485540,yuma,,,,,,,,,,,,,,,,,,,,,,,,
2014,485540,yuma,,,,37.0,,52.0,,,72.0,57.0,,,60.0,,52.0,49.0,,38.0,,,71.0,,43.0,53.0
2015,485540,yuma,,,,40.870000000000005,,56.965,,,75.475,62.06,,,63.965,,55.43,51.13,,40.755,,,71.265,,47.35,56.11
2016,485540,yuma,,,,44.74,,61.93,33.38,,78.95,67.12,,,67.93,66.08,58.86,53.26,,43.51,,,71.53,77.44,51.7,59.22
2017,485540,yuma,,,,45.195,,61.585,34.09,,80.59,66.68,,,68.91,67.02,59.52,55.16,,44.59,,,73.46000000000001,77.93,51.75,61.115
2018,485540,yuma,61.51,62.67,59.88,45.65,64.36,61.24,34.8,,82.23,66.24,,52.5,69.89,67.96,60.18,57.06,57.38,45.67,,66.72,75.39,78.42,51.8,63.01
2019,485540,yuma,59.17,61.66,58.42,47.39,65.81,61.65,35.3,,80.54,63.03,,52.92,67.03,65.57,58.91,52.88,55.81,46.36,,64.53,69.76,75.86,49.06,62.27
2020,485540,yuma,63.53,61.05,56.61,49.18,66.11,63.38,34.21,,83.42,65.81,,48.29,71.05,67.37,61.27,56.45,52.09,46.07,51.0,65.29,71.94,75.83,56.34,64.36
2021,485540,yuma,63.48,63.38,58.54,51.58,66.58,66.69,33.52,43.91,74.47,66.32,,53.56,71.99,67.81,64.7,56.05,57.65,50.19,54.62,62.77,69.39,75.87,59.17,66.6
2022,485540,yuma,57.45,58.54,54.7,46.69,62.6,63.55,31.32,39.88,74.04,63.27,73.8,48.47,67.39,65.05,60.93,53.31,51.5,46.57,47.78,58.89,68.86,69.48,55.52,61.86
2023,485540,yuma,58.08,57.87,57.0,47.43,63.75,63.12,31.79,39.86,74.42,63.09,72.34,49.41,70.2,64.59,59.53,55.64,53.21,46.97,51.17,61.36,69.59,69.5,55.05,63.12
2013,523290,fayetteville,,,,,,,,,,,,,,,,,,,,,,,,
2014,523290,fayetteville,,,,37.0,,49.0,,,74.0,57.0,,,59.0,,47.0,44.0,,32.0,,,69.0,,40.0,49.0
2015,523290,fayetteville,,,,41.455,,55.41,,,77.0,63.14,,,63.35,,51.405,47.185,,34.775,,,69.695,,44.605,52.255
2016,523290,fayetteville,,,,45.91,,61.82,32.87,,80.0,69.28,,,67.7,69.18,55.81,50.37,,37.55,,,70.39,76.91,49.21,55.51
2017,523290,fayetteville,,,,45.875,,62.010000000000005,33.915,,80.93,69.945,,,68.005,69.845,56.265,53.015,,37.98,,,72.055,77.32,49.06,57.275
2018,523290,fayetteville,58.42,61.24,60.05,45.84,65.2,62.2,34.96,,81.86,70.61,,53.53,68.31,70.51,56.72,55.66,54.76,38.41,,64.82,73.72,77.73,48.91,59.04
2019,523290,fayetteville,55.05,60.84,58.15,46.87,65.83,62.85,35.2,,79.78,67.46,,53.8,64.92,68.68,55.91,51.86,52.65,39.39,,63.1,67.77,75.01,45.51,57.84
2020,523290,fayetteville,59.22,60.43,55.97,49.35,66.38,64.95,34.53,,83.45,69.98,,48.9,69.55,70.87,59.53,54.88,49.23,39.79,47.93,64.35,70.39,75.54,53.97,59.98
2021,523290,fayetteville,60.51,62.77,59.21,52.58,67.02,69.06,34.11,45.12,75.28,70.92,,53.93,70.65,71.61,64.28,54.5,55.87,44.63,51.46,62.33,68.4,76.94,57.89,63.07
2022,523290,fayetteville,56.2,57.76,55.31,49.49,63.09,66.68,32.41,42.52,75.41,69.33,76.39,50.37,66.83,69.88,60.95,52.61,50.91,42.27,46.68,61.0,68.98,72.93,54.35,59.89
2023,523290,fayetteville,57.24,57.11,58.19,49.45,64.11,65.88,33.01,42.76,76.07,69.21,75.2,51.62,69.17,69.38,59.31,53.81,51.62,42.48,50.76,62.99,69.46,72.49,54.45,60.24
2017,535710,jonesboro,,,,42.975,,57.375,31.04,,78.88,66.275,,,63.01,65.95,52.120000000000005,49.5,,34.52,,,72.065,75.03999999999999,45.39,52.43000000000001
2018,535710,jonesboro,54.22,58.65,55.33,43.34,61.74,57.69,32.34,,80.12,67.22,,51.28,63.19,66.67,52.52,51.19,52.33,34.87,,61.41,73.53,75.42,45.34,54.34
2019,535710,jonesboro,50.69,57.46,52.61,44.57,61.83,57.97,31.78,,77.9,63.81,,50.31,59.5,64.74,51.75,46.72,50.54,35.79,,58.89,67.16,73.19,41.89,53.18
2020,535710,jonesboro,55.3,56.62,50.52,45.3,62.33,59.95,30.24,,81.3,65.61,,45.24,63.6,66.47,55.14,49.85,47.11,35.89,45.13,60.28,68.92,73.05,50.32,55.64
2021,535710,jonesboro,54.95,58.11,53.39,47.24,62.42,62.98,29.17,38.92,71.13,65.6,,49.8,63.42,66.27,59.14,49.55,52.45,39.53,47.75,57.48,65.93,73.2,53.05,57.15
2022,535710,jonesboro,49.85,52.21,48.65,42.52,57.62,59.25,27.32,36.29,72.15,62.78,74.12,45.6,58.94,63.27,54.77,46.41,47.09,36.54,41.76,55.64,65.91,67.69,49.21,53.33
2023,535710,jonesboro,50.77,51.27,51.55,42.32,58.74,58.2,27.78,35.9,72.95,62.59,72.67,46.75,61.07,62.62,52.98,47.52,47.77,37.11,45.58,57.42,66.22,67.52,49.22,53.52
2013,541000,little rock,,,,,,,,,,,,,,,,,,,,,,,,
2014,541000,little rock,,,,39.0,,50.0,,,76.0,59.0,,,63.0,,49.0,51.0,,34.0,,,73.0,,42.0,52.0
2015,541000,little rock,,,,44.2,,56.99,,,78.945,65.03,,,67.72,,53.46,53.065,,37.14,,,73.815,,47.38,55.82
2016,541000,little rock,,,,49.4,,63.98,31.1,,81.89,71.06,,,72.44,70.96,57.92,55.13,,40.28,,,74.63,80.65,52.76,59.64
2017,541000,little rock,,,,50.545,,63.915,32.42,,82.52000000000001,71.465,,,73.11500000000001,71.305,58.17,56.84,,41.27,,,76.09,80.58500000000001,52.32,61.34
2018,541000,little rock,63.42,67.07,64.62,51.69,70.39,63.85,33.74,,83.15,71.87,,59.43,73.79,71.65,58.42,58.55,60.13,42.26,,68.69,77.55,80.52,51.88,63.04
2019,541000,little rock,59.34,64.84,61.65,52.87,70.17,63.67,32.85,,80.81,67.87,,57.85,69.35,68.67,57.48,54.51,58.69,42.72,,64.56,71.47,78.74,48.41,62.02
2020,541000,little rock,64.7,64.79,61.21,56.9,70.78,66.94,32.55,,83.95,70.42,,54.59,74.46,70.93,61.5,59.24,55.86,43.93,54.44,66.99,74.12,80.07,57.1,65.74
2021,541000,little rock,65.98,66.78,64.21,59.74,71.2,71.07,32.84,47.71,76.7,72.1,,59.87,75.42,72.48,66.21,59.74,61.9,49.15,59.24,66.54,72.25,81.52,60.46,68.25
2022,541000,little rock,61.47,63.19,61.77,56.73,68.4,69.15,32.4,45.7,78.07,71.72,82.49,56.87,72.67,71.84,63.45,57.83,57.41,46.04,52.68,67.32,74.12,78.21,58.26,64.98
2023,541000,little rock,62.54,62.72,64.84,56.43,69.92,68.04,32.93,44.78,78.99,71.32,81.59,57.92,75.06,71.35,61.58,59.49,58.2,46.56,57.37,69.47,74.56,78.14,59.06,64.99
2013,550450,north little rock,,,,,,,,,,,,,,,,,,,,,,,,
2014,550450,north little rock,,,,39.0,,50.0,,,76.0,59.0,,,63.0,,49.0,51.0,,34.0,,,73.0,,42.0,52.0
2015,550450,north little rock,,,,44.2,,56.99,,,78.945,65.03,,,67.72,,53.46,53.065,,37.14,,,73.815,,47.38,55.82
2016,550450,north little rock,,,,49.4,,63.98,31.1,,81.89,71.06,,,72.44,70.96,57.92,55.13,,40.28,,,74.63,80.65,52.76,59.64
2017,550450,north little rock,,,,50.545,,63.915,32.42,,82.52000000000001,71.465,,,73.11500000000001,71.305,58.17,56.84,,41.27,,,76.09,80.58500000000001,52.32,61.34
2018,550450,north little rock,63.42,67.07,64.62,51.69,70.39,63.85,33.74,,83.15,71.87,,59.43,73.79,71.65,58.42,58.55,60.13,42.26,,68.69,77.55,80.52,51.88,63.04
2019,550450,north little rock,59.34,64.84,61.65,52.87,70.17,63.67,32.85,,80.81,67.87,,57.85,69.35,68.67,57.48,54.51,58.69,42.72,,64.56,71.47,78.74,48.41,62.02
2020,550450,north little rock,64.7,64.79,61.21,56.9,70.78,66.94,32.55,,83.95,70.42,,54.59,74.46,70.93,61.5,59.24,55.86,43.93,54.44,66.99,74.12,80.07,57.1,65.74
2021,550450,north little rock,65.98,66.78,64.21,59.74,71.2,71.07,32.84,47.71,76.7,72.1,,59.87,75.42,72.48,66.21,59.74,61.9,49.15,59.24,66.54,72.25,81.52,60.46,68.25
2022,550450,north little rock,61.47,63.19,61.77,56.73,68.4,69.15,32.4,45.7,78.07,71.72,82.49,56.87,72.67,71.84,63.45,57.83,57.41,46.04,52.68,67.32,74.12,78.21,58.26,64.98
2023,550450,north little rock,62.54,62.72,64.84,56.43,69.92,68.04,32.93,44.78,78.99,71.32,81.59,57.92,75.06,71.35,61.58,59.49,58.2,46.56,57.37,69.47,74.56,78.14,59.06,64.99
2013,560410,rogers,,,,,,,,,,,,,,,,,,,,,,,,
2014,560410,rogers,,,,37.0,,49.0,,,74.0,56.0,,,60.0,,48.0,46.0,,32.0,,,70.0,,40.0,50.0
2015,560410,rogers,,,,38.625,,52.655,,,75.34,59.825,,,61.615,,49.405,45.81,,33.010000000000005,,,68.595,,42.03,50.055
2016,560410,rogers,,,,40.25,,56.31,29.45,,76.68,63.65,,,63.23,64.18,50.81,45.62,,34.02,,,67.19,72.63,44.06,50.11
2017,560410,rogers,,,,40.455,,56.825,30.72,,78.56,65.06,,,63.56,65.265,51.565,47.9,,34.38,,,69.28999999999999,73.425,43.975,52.515
2018,560410,rogers,55.67,59.91,55.26,40.66,61.75,57.34,31.99,,80.44,66.47,,48.52,63.89,66.35,52.32,50.18,51.61,34.74,,59.54,71.39,74.22,43.89,54.92
2019,560410,rogers,52.38,59.65,54.8,41.98,63.64,57.2,32.79,,78.58,62.96,,48.59,60.45,64.2,50.79,46.49,50.28,35.29,,57.37,65.83,72.36,40.19,54.03
2020,560410,rogers,56.84,57.67,52.95,44.82,64.81,60.77,31.67,,81.89,66.75,,45.09,65.9,67.31,54.26,50.85,47.2,35.69,45.19,59.58,68.95,73.81,49.2,57.28
2021,560410,rogers,58.57,60.12,56.69,48.5,65.97,64.72,31.75,39.69,72.53,68.64,,50.4,67.56,68.98,58.37,52.06,52.97,40.29,49.42,58.62,67.02,73.92,52.77,60.24
2022,560410,rogers,56.32,57.39,55.05,48.54,63.8,65.01,32.6,40.35,74.76,68.76,77.63,49.16,65.94,69.16,57.67,52.39,50.72,40.35,47.54,60.08,68.83,72.67,52.82,60.36
2023,560410,rogers,57.99,57.19,58.07,49.42,65.1,64.65,34.24,40.85,76.19,68.92,76.36,50.92,69.09,69.16,55.85,53.98,52.03,41.33,52.03,62.18,69.83,72.52,52.78,61.06
2017,600562,alameda,,,,69.58,,76.475,49.58,,87.785,81.92,,,84.11500000000001,81.86500000000001,71.79499999999999,70.21000000000001,,53.305,,,82.11,87.655,63.675,75.07
2022,600562,alameda,75.42,73.32,73.54,75.98,78.58,82.14,52.43,62.17,85.48,83.18,86.25,62.64,84.69,83.7,78.32,72.29,64.77,58.04,72.42,77.58,80.83,85.21,72.26,79.01
2013,602000,anaheim,,,,,,,,,,,,,,,,,,,,,,,,
2014,602000,anaheim,,,,45.0,,59.0,,,78.0,68.0,,,68.0,,57.0,54.0,,39.0,,,77.0,,45.0,57.0
2015,602000,anaheim,,,,48.395,,62.39,,,79.72999999999999,71.05,,,70.16499999999999,,58.72,55.225,,41.475,,,75.805,,49.120000000000005,58.61
2016,602000,anaheim,,,,51.79,,65.78,35.79,,81.46,74.1,,,72.33,74.17,60.44,56.45,,43.95,,,74.61,78.59,53.24,60.22
2017,602000,anaheim,,,,51.57,,65.975,36.57,,82.26499999999999,74.52,,,72.25,74.875,61.595,59.040000000000006,,45.52,,,75.975,79.235,52.775000000000006,62.18
2018,602000,anaheim,64.89,65.68,63.75,51.35,68.07,66.17,37.35,,83.07,74.94,,55.76,72.17,75.58,62.75,61.63,57.76,47.09,,69.83,77.34,79.88,52.31,64.14
2019,602000,anaheim,62.27,65.82,62.73,52.85,70.14,66.08,38.5,,81.44,72.17,,54.2,68.86,74.22,61.8,56.9,57.19,48.5,,66.78,72.41,79.36,48.74,63.48
2020,602000,anaheim,67.18,66.28,61.9,56.8,71.07,68.93,38.79,,84.81,75.38,,50.7,73.6,76.73,65.11,61.49,55.65,49.15,52.76,68.33,74.48,81.2,57.06,66.87
2021,602000,anaheim,67.59,68.07,63.45,59.55,71.79,71.99,39.65,52.14,76.55,75.53,,54.37,73.56,76.88,68.75,61.04,60.18,52.61,56.07,68.44,72.18,80.41,60.89,69.0
